MeetingID,MeetingTypeID,SubjectID,Meeting_date,Link,LanguageID,TranslatorID,Price,StationaryID,RoomID
445,2,18,2024-05-31 11:15:00,https://teams.microsoft.com/l/meetup-join/w0wfjyexnw586lxxfdrg,2,106,29.99,,
388,2,15,2023-10-30 10:00:00,https://teams.microsoft.com/l/meetup-join/xhpkxcw6h8su7yncfs2c,6,,59.99,,
394,2,16,2023-10-23 10:00:00,https://teams.microsoft.com/l/meetup-join/sg84qv6vl9sj6vi0vwdv,6,,49.99,,
691,1,16,2024-01-28 11:15:00,,6,,59.99,15,132
699,1,20,2024-01-25 11:15:00,,6,,49.99,16,124
111,2,1,2024-12-20 14:45:00,https://teams.microsoft.com/l/meetup-join/o168l7y61y8vozz81bcr,6,,49.99,,
226,2,7,2024-10-22 10:00:00,https://teams.microsoft.com/l/meetup-join/1ryhrwni63k78esszbj5,6,,59.99,,
312,2,12,2023-11-10 14:45:00,https://teams.microsoft.com/l/meetup-join/0kwb85bmz908v0xtiq3y,6,,49.99,,
380,2,15,2023-12-05 10:00:00,https://teams.microsoft.com/l/meetup-join/swfcm0omrvopr8jmnwxf,6,,29.99,,
552,2,24,2024-04-08 10:00:00,https://teams.microsoft.com/l/meetup-join/gquj6z8kddvo7ai26o8y,6,,49.99,,
453,2,19,2024-04-07 11:15:00,https://teams.microsoft.com/l/meetup-join/7pi4in1gsdj7dn0wnokr,6,,59.99,,
603,1,1,2024-01-26 10:00:00,,6,,29.99,0,108
300,2,11,2023-12-26 13:00:00,https://teams.microsoft.com/l/meetup-join/rvaladw7gestvj7taamp,6,,49.99,,
438,2,18,2024-06-17 10:00:00,https://teams.microsoft.com/l/meetup-join/pgym1r2fxl9ko3efd2v3,6,,59.99,,
432,2,17,2023-10-16 10:00:00,https://teams.microsoft.com/l/meetup-join/vugszeb5qxoz5z0x5k3e,6,,29.99,,
202,2,5,2024-10-23 10:00:00,https://teams.microsoft.com/l/meetup-join/bm1zjwc64u5df0odnbjl,6,,29.99,,
213,2,6,2023-12-03 11:15:00,https://teams.microsoft.com/l/meetup-join/c0x39t21ddrtuzm7hiyv,6,,59.99,,
276,2,9,2024-05-18 13:00:00,https://teams.microsoft.com/l/meetup-join/fa8rxrxfyuiz5tfx22xh,6,,49.99,,
647,1,8,2024-06-23 11:15:00,,6,,59.99,7,110
698,1,20,2024-01-26 11:15:00,,6,,29.99,16,113
714,1,16,2025-01-24 14:45:00,,2,106,29.99,19,119
191,2,5,2023-11-18 11:15:00,https://teams.microsoft.com/l/meetup-join/xhujo6opfdcwix84wbi4,6,,49.99,,
302,2,11,2023-11-17 11:15:00,https://teams.microsoft.com/l/meetup-join/64dqtjrl3oaj6su3cj7m,6,,29.99,,
463,2,20,2023-11-16 14:45:00,https://teams.microsoft.com/l/meetup-join/bcat81p15pzq3lf470fw,6,,29.99,,
454,2,19,2024-05-31 11:15:00,https://teams.microsoft.com/l/meetup-join/3tgu404c12fx5avlba07,6,,29.99,,
225,2,7,2023-10-17 10:00:00,https://teams.microsoft.com/l/meetup-join/s4758emxw2y5mdwehdfz,1,103,59.99,,
379,2,15,2024-12-05 10:00:00,https://teams.microsoft.com/l/meetup-join/2m9ut0iiezkkg3lq7e1n,2,104,49.99,,
146,2,2,2024-01-03 11:15:00,https://teams.microsoft.com/l/meetup-join/3jx2zgzsw0vx1yr8hyeo,6,,59.99,,
419,2,17,2024-11-29 13:00:00,https://teams.microsoft.com/l/meetup-join/9c9jok8oy7ipkbyy61us,6,,29.99,,
391,2,16,2024-12-09 11:15:00,https://teams.microsoft.com/l/meetup-join/tar4ogoxu6t0hti5opih,6,,59.99,,
144,2,2,2023-10-27 10:00:00,https://teams.microsoft.com/l/meetup-join/b8n5ptega8yftxr02c16,6,,59.99,,
401,2,16,2024-12-07 11:15:00,https://teams.microsoft.com/l/meetup-join/l5el98s9hd20d4mti2yv,6,,59.99,,
123,2,1,2024-11-08 10:00:00,https://teams.microsoft.com/l/meetup-join/1ag5h82wasec8om6zs30,6,,59.99,,
365,2,14,2024-06-20 13:00:00,https://teams.microsoft.com/l/meetup-join/5imyl9lcq6hr82orxq9q,1,100,49.99,,
694,1,16,2024-01-21 14:45:00,,6,,59.99,15,108
264,2,9,2024-02-25 13:00:00,https://teams.microsoft.com/l/meetup-join/8pvnyiiwiexn846898xr,6,,29.99,,
404,2,16,2023-12-26 14:45:00,https://teams.microsoft.com/l/meetup-join/qtn5jmglxtp9sn4xquu0,6,,29.99,,
165,2,4,2024-06-08 13:00:00,https://teams.microsoft.com/l/meetup-join/ews71e9nt4gaefsx72sl,6,,49.99,,
273,2,9,2024-06-15 14:45:00,https://teams.microsoft.com/l/meetup-join/z6jxv7tdil819nzsuxmg,6,,29.99,,
359,2,14,2024-04-03 11:15:00,https://teams.microsoft.com/l/meetup-join/xx4pyela1fi99k34r2ho,6,,49.99,,
487,2,20,2023-10-02 13:00:00,https://teams.microsoft.com/l/meetup-join/svcno0xnc1j4t5fgd9zm,6,,59.99,,
281,2,10,2025-01-14 10:00:00,https://teams.microsoft.com/l/meetup-join/18ytfk1otkmlyhwyuy2g,6,,59.99,,
662,1,11,2024-01-23 13:00:00,,6,,49.99,10,116
332,2,12,2023-12-28 10:00:00,https://teams.microsoft.com/l/meetup-join/7e5ix2il9vcop35achl6,1,105,29.99,,
339,2,12,2024-10-21 13:00:00,https://teams.microsoft.com/l/meetup-join/1f7mblisolf1v2jsqz3i,6,,29.99,,
386,2,15,2023-11-06 10:00:00,https://teams.microsoft.com/l/meetup-join/8ypqpddj10hkmq846ee0,6,,29.99,,
601,1,2,2024-01-22 13:00:00,,1,101,59.99,0,128
646,1,8,2024-06-27 14:45:00,,6,,49.99,7,123
488,2,20,2025-01-05 13:00:00,https://teams.microsoft.com/l/meetup-join/dir9zpc51ynwgczceql4,6,,49.99,,
480,2,20,2024-10-17 14:45:00,https://teams.microsoft.com/l/meetup-join/xb6gqhoi4py5pz20ynde,6,,29.99,,
674,1,14,2024-06-22 11:15:00,,6,,29.99,12,130
683,1,11,2025-01-22 13:00:00,,6,,49.99,14,116
427,2,17,2024-10-03 14:45:00,https://teams.microsoft.com/l/meetup-join/kb43fs7ml0n7am1u29oi,4,105,49.99,,
158,2,3,2024-02-13 10:00:00,https://teams.microsoft.com/l/meetup-join/ud3i6yy3jm3amlxisj5k,6,,49.99,,
424,2,17,2023-11-17 13:00:00,https://teams.microsoft.com/l/meetup-join/9gg563lezinspg4xr0eh,3,109,49.99,,
435,2,18,2024-05-02 10:00:00,https://teams.microsoft.com/l/meetup-join/0nauz9dyhmy2nawh09he,6,,49.99,,
420,2,17,2024-01-04 14:45:00,https://teams.microsoft.com/l/meetup-join/75h2jv8b76pudeyjt0re,5,103,59.99,,
741,1,25,2025-01-22 11:15:00,,6,,29.99,23,127
151,2,3,2024-04-03 14:45:00,https://teams.microsoft.com/l/meetup-join/rpsa9l00jwpzymva3vh4,6,,29.99,,
295,2,11,2024-12-06 11:15:00,https://teams.microsoft.com/l/meetup-join/a7rq0ku7dih0hcur7b71,6,,29.99,,
444,2,18,2024-05-16 10:00:00,https://teams.microsoft.com/l/meetup-join/52kf2b41p9f5wp2mweky,6,,59.99,,
253,2,8,2024-06-07 11:15:00,https://teams.microsoft.com/l/meetup-join/8c5jvumahj4kxpzvaoga,4,105,49.99,,
439,2,18,2024-04-21 11:15:00,https://teams.microsoft.com/l/meetup-join/lzwzqu4dszn0sx3u266p,2,106,29.99,,
234,2,7,2024-10-18 13:00:00,https://teams.microsoft.com/l/meetup-join/ylykwp2iviw4bc9b91c9,6,,49.99,,
418,2,17,2023-11-27 11:15:00,https://teams.microsoft.com/l/meetup-join/bzn2aje07jubdfpm72lg,6,,59.99,,
271,2,9,2024-03-25 13:00:00,https://teams.microsoft.com/l/meetup-join/0bitn9zr5e01u8qe29tx,6,,59.99,,
366,2,14,2024-02-12 10:00:00,https://teams.microsoft.com/l/meetup-join/meyrgznnbutdog9fpe96,6,,29.99,,
470,2,20,2025-01-05 14:45:00,https://teams.microsoft.com/l/meetup-join/pbq8fht6bqaswhd1iowx,6,,59.99,,
462,2,20,2024-10-01 13:00:00,https://teams.microsoft.com/l/meetup-join/8m9tvtpp7c4gre97gg19,6,,59.99,,
457,2,19,2024-06-15 13:00:00,https://teams.microsoft.com/l/meetup-join/bf8uhxm9sx2ktal6ti5t,6,,29.99,,
711,1,20,2025-01-22 10:00:00,,6,,49.99,18,106
450,2,19,2024-03-11 10:00:00,https://teams.microsoft.com/l/meetup-join/siumm8qro9mo037ysxrl,6,,49.99,,
367,2,14,2024-03-01 11:15:00,https://teams.microsoft.com/l/meetup-join/vu1vtehk0gtq3v1bok4g,6,,29.99,,
384,2,15,2023-10-11 13:00:00,https://teams.microsoft.com/l/meetup-join/m2gmhu36admoeglpq9ym,6,,59.99,,
605,1,5,2024-01-21 13:00:00,,3,103,29.99,1,120
363,2,14,2024-03-21 11:15:00,https://teams.microsoft.com/l/meetup-join/k49t2vatb8av1lvm8a8e,6,,49.99,,
166,2,4,2024-06-20 11:15:00,https://teams.microsoft.com/l/meetup-join/2dgos0e3sudia2pbo062,1,100,29.99,,
269,2,9,2024-05-21 13:00:00,https://teams.microsoft.com/l/meetup-join/6li78umffgha4v25gzw9,1,101,49.99,,
128,2,1,2023-10-07 10:00:00,https://teams.microsoft.com/l/meetup-join/stwhkou96cxr8lss34t7,6,,59.99,,
374,2,15,2023-12-30 11:15:00,https://teams.microsoft.com/l/meetup-join/rv7cug3ko0yztg9us5zc,5,100,29.99,,
742,1,22,2025-01-28 11:15:00,,4,102,49.99,24,108
171,2,4,2024-06-19 10:00:00,https://teams.microsoft.com/l/meetup-join/wlok4tqv6bkmryupqhk8,6,,29.99,,
410,2,16,2023-12-16 14:45:00,https://teams.microsoft.com/l/meetup-join/on3157vvue6tlr49sdhg,6,,29.99,,
358,2,14,2024-04-24 13:00:00,https://teams.microsoft.com/l/meetup-join/8u2e9r3tfl19za90ur0v,6,,59.99,,
402,2,16,2023-10-09 10:00:00,https://teams.microsoft.com/l/meetup-join/l7un1lygvgfoj50pjmj0,2,106,29.99,,
416,2,17,2023-10-19 11:15:00,https://teams.microsoft.com/l/meetup-join/gtn7cd0ozb7gyrhoux1u,5,108,49.99,,
621,1,5,2025-01-26 13:00:00,,6,,59.99,3,119
335,2,12,2024-12-14 11:15:00,https://teams.microsoft.com/l/meetup-join/cge9fbtsefjmbrbx9jja,6,,29.99,,
613,1,4,2024-06-25 10:00:00,,6,,49.99,2,111
159,2,3,2024-04-05 11:15:00,https://teams.microsoft.com/l/meetup-join/izfws2oytobc9v2oh0m7,6,,29.99,,
176,2,4,2024-05-01 10:00:00,https://teams.microsoft.com/l/meetup-join/fw4v3qc4rujvq8yhajfz,6,,29.99,,
257,2,8,2024-04-06 10:00:00,https://teams.microsoft.com/l/meetup-join/0xu31l0pydek2yjpam0z,6,,59.99,,
330,2,12,2023-11-18 14:45:00,https://teams.microsoft.com/l/meetup-join/c7toefmme8iqx6kianu9,1,101,29.99,,
118,2,1,2023-10-16 10:00:00,https://teams.microsoft.com/l/meetup-join/niwczcpzlr11idsmywp5,6,,59.99,,
129,2,1,2024-12-09 10:00:00,https://teams.microsoft.com/l/meetup-join/a5vendyqagolwbhoiizg,2,106,49.99,,
310,2,11,2024-01-18 10:00:00,https://teams.microsoft.com/l/meetup-join/prmsqgab6fiyjapely3g,6,,59.99,,
414,2,16,2023-12-10 10:00:00,https://teams.microsoft.com/l/meetup-join/gqy02ct4zq0e43u283rj,4,107,49.99,,
255,2,8,2024-02-18 11:15:00,https://teams.microsoft.com/l/meetup-join/fxi1wg7qp078bp2pqv55,1,102,29.99,,
133,2,2,2025-01-09 14:45:00,https://teams.microsoft.com/l/meetup-join/tiimvsf1hl74ujc0wx51,6,,29.99,,
261,2,8,2024-04-02 10:00:00,https://teams.microsoft.com/l/meetup-join/deikml79gdqlqebnpqfz,6,,49.99,,
141,2,2,2024-10-13 13:00:00,https://teams.microsoft.com/l/meetup-join/90d8pkeh6atty4k6wcmm,6,,29.99,,
153,2,3,2024-03-23 11:15:00,https://teams.microsoft.com/l/meetup-join/f836ga75ofozkvdooth4,6,,59.99,,
207,2,6,2023-12-22 13:00:00,https://teams.microsoft.com/l/meetup-join/hmc9e3ugy69see1q4hgk,1,102,59.99,,
260,2,8,2024-04-15 11:15:00,https://teams.microsoft.com/l/meetup-join/x6tkvypgiejc8bfxanet,6,,49.99,,
323,2,12,2024-10-29 14:45:00,https://teams.microsoft.com/l/meetup-join/6w0zya7p0o0xsarhrasw,6,,29.99,,
319,2,12,2025-01-03 10:00:00,https://teams.microsoft.com/l/meetup-join/embu3x59f8njdryjrfnn,6,,49.99,,
315,2,12,2024-10-06 14:45:00,https://teams.microsoft.com/l/meetup-join/ci0zwqs2aywapzy9hqk7,6,,59.99,,
237,2,7,2024-01-12 13:00:00,https://teams.microsoft.com/l/meetup-join/hbcwb4b6g402bcmgh999,6,,59.99,,
299,2,11,2024-12-15 11:15:00,https://teams.microsoft.com/l/meetup-join/k4s48a7rby7c2kh7axt3,6,,59.99,,
473,2,20,2023-11-13 11:15:00,https://teams.microsoft.com/l/meetup-join/9h3xfjrtn95vuznu8yxn,6,,29.99,,
189,2,5,2023-12-31 14:45:00,https://teams.microsoft.com/l/meetup-join/p92hc2a7svcfym90iepc,6,,59.99,,
203,2,5,2023-12-20 10:00:00,https://teams.microsoft.com/l/meetup-join/gep8j30rn2bgdmjyj0to,6,,49.99,,
227,2,7,2023-10-27 10:00:00,https://teams.microsoft.com/l/meetup-join/g98bzognj2kws94zb7rt,6,,29.99,,
311,2,11,2024-11-25 11:15:00,https://teams.microsoft.com/l/meetup-join/5a8shwjxb4yxj5atln2f,4,107,49.99,,
313,2,12,2024-12-09 14:45:00,https://teams.microsoft.com/l/meetup-join/jk28afpp619ec11hbzts,6,,59.99,,
690,1,16,2024-01-22 10:00:00,,6,,59.99,15,119
326,2,12,2023-11-10 13:00:00,https://teams.microsoft.com/l/meetup-join/jq73mney9ujgjw4t4241,6,,49.99,,
244,2,7,2024-12-11 13:00:00,https://teams.microsoft.com/l/meetup-join/oifni28kunjdtvubnug7,6,,29.99,,
434,2,18,2024-03-09 11:15:00,https://teams.microsoft.com/l/meetup-join/piydpg7y697tn6kb3oy3,6,,49.99,,
197,2,5,2024-01-18 11:15:00,https://teams.microsoft.com/l/meetup-join/anapu7bxuk6paiwdt6op,6,,59.99,,
700,1,20,2024-01-26 10:00:00,,6,,59.99,16,103
186,2,5,2024-10-02 10:00:00,https://teams.microsoft.com/l/meetup-join/fr2fhuhc1xkseqab7iu7,2,106,59.99,,
229,2,7,2024-01-10 14:45:00,https://teams.microsoft.com/l/meetup-join/t78n69leh61a4305lwrv,6,,59.99,,
242,2,7,2024-12-04 11:15:00,https://teams.microsoft.com/l/meetup-join/togqjeovdmj7itxt77iy,6,,49.99,,
364,2,14,2024-06-17 11:15:00,https://teams.microsoft.com/l/meetup-join/p51iyv7m04mv4quxps40,3,109,59.99,,
265,2,9,2024-04-03 13:00:00,https://teams.microsoft.com/l/meetup-join/oj6y2j48knmlyo5o7ybq,6,,29.99,,
314,2,12,2023-10-24 11:15:00,https://teams.microsoft.com/l/meetup-join/3kt83vwhs5po7z3pqkx7,6,,29.99,,
215,2,6,2024-01-10 14:45:00,https://teams.microsoft.com/l/meetup-join/9kh91jooldm9tqt9cnab,6,,49.99,,
352,2,13,2024-06-08 11:15:00,https://teams.microsoft.com/l/meetup-join/3amgp9m0zn1pabnkivc6,6,,29.99,,
126,2,1,2023-12-17 13:00:00,https://teams.microsoft.com/l/meetup-join/nub2wwpm23mbafiyhwzt,6,,49.99,,
110,2,1,2023-12-30 10:00:00,https://teams.microsoft.com/l/meetup-join/bmh5gerp9nxojwwvuugk,6,,29.99,,
103,2,1,2024-11-23 14:45:00,https://teams.microsoft.com/l/meetup-join/1ndl416ijo8r11l4mytz,6,,29.99,,
231,2,7,2023-10-13 14:45:00,https://teams.microsoft.com/l/meetup-join/2096449iewqt8yrbrz57,6,,29.99,,
348,2,13,2024-02-29 13:00:00,https://teams.microsoft.com/l/meetup-join/4yc3fjbaxovu729eu6dr,6,,29.99,,
344,2,13,2024-04-12 14:45:00,https://teams.microsoft.com/l/meetup-join/awxw0cmrkke17glbegkf,6,,59.99,,
272,2,9,2024-06-06 10:00:00,https://teams.microsoft.com/l/meetup-join/fpw61lw96glt8s7yawds,6,,49.99,,
600,2,25,2025-01-10 11:15:00,https://teams.microsoft.com/l/meetup-join/cfmxgmho0bfs5krvy0i3,6,,29.99,,
677,1,13,2024-06-22 10:00:00,,6,,29.99,12,112
578,2,25,2024-10-04 11:15:00,https://teams.microsoft.com/l/meetup-join/eqy90s1vnktb9tbut8xj,5,105,59.99,,
702,1,18,2024-06-26 14:45:00,,6,,49.99,17,106
636,1,7,2024-01-27 13:00:00,,6,,29.99,5,108
597,2,25,2023-10-13 11:15:00,https://teams.microsoft.com/l/meetup-join/gqk4mi4uyqrz92sfhpsk,2,104,49.99,,
563,2,24,2024-04-14 13:00:00,https://teams.microsoft.com/l/meetup-join/hvtr9nmth8nv5hk8z2ol,6,,59.99,,
377,2,15,2024-12-04 13:00:00,https://teams.microsoft.com/l/meetup-join/2g7sn115yi71rn482b4s,6,,29.99,,
632,1,1,2025-01-24 14:45:00,,6,,29.99,4,122
745,1,21,2025-01-24 10:00:00,,1,101,49.99,24,104
497,2,21,2023-11-05 11:15:00,https://teams.microsoft.com/l/meetup-join/jyrdoyfwidc9e6avrz4d,6,,59.99,,
543,2,23,2024-02-15 10:00:00,https://teams.microsoft.com/l/meetup-join/wuzoi8l6kclb0peyhe4c,6,,29.99,,
618,1,3,2024-06-27 10:00:00,,6,,59.99,2,117
373,2,15,2024-11-20 14:45:00,https://teams.microsoft.com/l/meetup-join/vxs7tr3t043hmpu4qbeb,6,,49.99,,
503,2,21,2023-10-30 13:00:00,https://teams.microsoft.com/l/meetup-join/j0q9jz39syv7avhtbw18,6,,59.99,,
433,2,17,2024-12-04 11:15:00,https://teams.microsoft.com/l/meetup-join/6a8fb56lhhk1o7zhbr13,6,,49.99,,
653,1,10,2025-01-23 10:00:00,,6,,59.99,8,126
568,2,25,2024-11-18 14:45:00,https://teams.microsoft.com/l/meetup-join/h5dpg7k2yt0hq08j0ph9,6,,59.99,,
619,1,5,2025-01-25 13:00:00,,6,,29.99,3,118
266,2,9,2024-03-27 13:00:00,https://teams.microsoft.com/l/meetup-join/tlph5ugkokgebv0uz1id,6,,29.99,,
538,2,22,2024-10-08 13:00:00,https://teams.microsoft.com/l/meetup-join/b2drchbggygkn8cayp00,5,102,49.99,,
575,2,25,2023-12-10 10:00:00,https://teams.microsoft.com/l/meetup-join/l0mqnp6xnvf0i0ps3o2g,5,103,49.99,,
504,2,21,2024-12-26 11:15:00,https://teams.microsoft.com/l/meetup-join/m69dt7rmquqpgfxpoojs,6,,49.99,,
558,2,24,2024-03-25 11:15:00,https://teams.microsoft.com/l/meetup-join/b4lztabzmycr0cm2q6h0,2,106,49.99,,
620,1,5,2025-01-23 11:15:00,,5,103,59.99,3,116
460,2,19,2024-03-10 13:00:00,https://teams.microsoft.com/l/meetup-join/3wvff1bgovct0pmmehbt,6,,49.99,,
489,2,20,2023-11-19 10:00:00,https://teams.microsoft.com/l/meetup-join/xu3m9lhclwetecoyhnpj,6,,59.99,,
673,1,14,2024-06-23 14:45:00,,6,,49.99,12,108
738,1,25,2025-01-22 10:00:00,,6,,59.99,23,123
502,2,21,2025-01-14 10:00:00,https://teams.microsoft.com/l/meetup-join/araqshprrfix4x5671gj,2,106,49.99,,
560,2,24,2024-03-15 11:15:00,https://teams.microsoft.com/l/meetup-join/5vppfj33y26ib4ga9syq,6,,29.99,,
490,2,20,2024-11-13 11:15:00,https://teams.microsoft.com/l/meetup-join/k6am8slli7cyjhdwsoov,6,,49.99,,
392,2,16,2023-12-03 14:45:00,https://teams.microsoft.com/l/meetup-join/jmsx4pt4wkzrqqlgsvta,6,,49.99,,
522,2,22,2024-10-08 14:45:00,https://teams.microsoft.com/l/meetup-join/ljqgxb850oort8j76a2m,5,100,49.99,,
652,1,10,2025-01-27 11:15:00,,6,,59.99,8,112
688,1,16,2024-01-23 11:15:00,,6,,49.99,15,110
585,2,25,2024-01-06 13:00:00,https://teams.microsoft.com/l/meetup-join/oi5nieervp5rbl7yporp,6,,49.99,,
633,1,6,2024-01-24 11:15:00,,4,107,29.99,5,117
175,2,4,2024-02-12 13:00:00,https://teams.microsoft.com/l/meetup-join/o2ge9l80oh3o54zg36a5,6,,29.99,,
565,2,24,2024-04-22 14:45:00,https://teams.microsoft.com/l/meetup-join/kaj9vrin2epiu2ly5xji,6,,29.99,,
350,2,13,2024-05-07 11:15:00,https://teams.microsoft.com/l/meetup-join/ryto66vnptn84vab7gt8,6,,49.99,,
580,2,25,2024-11-22 11:15:00,https://teams.microsoft.com/l/meetup-join/f9d6pz2gn2xc8j4glcie,1,108,49.99,,
577,2,25,2023-12-31 10:00:00,https://teams.microsoft.com/l/meetup-join/4teur9db2anvqcthesva,6,,29.99,,
516,2,22,2024-10-17 14:45:00,https://teams.microsoft.com/l/meetup-join/wuzko4jxpas7de8sotrk,6,,59.99,,
670,1,15,2024-01-21 11:15:00,,6,,49.99,11,103
122,2,1,2023-12-06 14:45:00,https://teams.microsoft.com/l/meetup-join/53h7lwqd2vcf5c146x2l,6,,49.99,,
686,1,11,2025-01-22 11:15:00,,6,,29.99,14,128
138,2,2,2023-12-13 10:00:00,https://teams.microsoft.com/l/meetup-join/qgbgmm22gqnpui9z2p3i,2,106,49.99,,
514,2,22,2024-11-30 13:00:00,https://teams.microsoft.com/l/meetup-join/v177ig98qqirobnbgn4z,6,,29.99,,
285,2,10,2025-01-04 13:00:00,https://teams.microsoft.com/l/meetup-join/03ymxupu9acxxnuxh6hn,6,,59.99,,
630,1,1,2025-01-26 10:00:00,,6,,49.99,4,118
277,2,9,2024-03-30 14:45:00,https://teams.microsoft.com/l/meetup-join/8pwwp0tg9be6kmwo0nmx,6,,49.99,,
469,2,20,2023-10-30 14:45:00,https://teams.microsoft.com/l/meetup-join/4eza2izt64yd4ki22jd4,6,,49.99,,
606,1,5,2024-01-28 14:45:00,,2,106,29.99,1,132
685,1,11,2025-01-23 11:15:00,,2,104,59.99,14,128
192,2,5,2025-01-15 10:00:00,https://teams.microsoft.com/l/meetup-join/yiugfmsm0z7iltx6c09x,6,,59.99,,
743,1,22,2025-01-25 13:00:00,,6,,59.99,24,109
190,2,5,2024-10-24 14:45:00,https://teams.microsoft.com/l/meetup-join/j0cf79f1utrx3m21ys7j,6,,59.99,,
465,2,20,2023-11-03 10:00:00,https://teams.microsoft.com/l/meetup-join/yphrwe6oewwm6fygqcjl,6,,49.99,,
518,2,22,2024-11-30 14:45:00,https://teams.microsoft.com/l/meetup-join/yw2njobhmxtyxz9uaj5y,6,,59.99,,
664,1,11,2024-01-21 13:00:00,,6,,29.99,10,123
507,2,21,2023-11-03 13:00:00,https://teams.microsoft.com/l/meetup-join/9dzrwk4me77y68rw3b2w,6,,29.99,,
494,2,20,2024-10-26 11:15:00,https://teams.microsoft.com/l/meetup-join/st44ze3fw15sitj7nmj6,2,107,49.99,,
567,2,25,2023-12-06 10:00:00,https://teams.microsoft.com/l/meetup-join/2yccjt7tye1ui7awyy7h,6,,59.99,,
675,1,14,2024-06-28 10:00:00,,4,105,29.99,12,111
704,1,19,2024-06-24 10:00:00,,6,,59.99,17,124
217,2,6,2024-01-09 14:45:00,https://teams.microsoft.com/l/meetup-join/jec23mv6y8lzxjik93ql,6,,59.99,,
687,1,16,2024-01-27 14:45:00,,6,,59.99,15,119
746,1,22,2025-01-27 11:15:00,,6,,49.99,24,127
526,2,22,2024-12-01 10:00:00,https://teams.microsoft.com/l/meetup-join/jy5pg4yomzw5qqojpx2i,6,,49.99,,
641,1,10,2024-01-28 14:45:00,,6,,29.99,6,116
183,2,5,2024-01-07 10:00:00,https://teams.microsoft.com/l/meetup-join/xgcntnuhsn42lxore6lw,6,,49.99,,
499,2,21,2023-11-29 13:00:00,https://teams.microsoft.com/l/meetup-join/b98voijwh05no5o6b6gz,6,,29.99,,
661,1,7,2025-01-25 10:00:00,,6,,49.99,9,106
529,2,22,2023-12-01 10:00:00,https://teams.microsoft.com/l/meetup-join/ngb62edy1rvv8tkd629m,6,,49.99,,
104,2,1,2023-12-27 11:15:00,https://teams.microsoft.com/l/meetup-join/veymzxa4e6nqx13j99zp,1,105,49.99,,
407,2,16,2025-01-11 11:15:00,https://teams.microsoft.com/l/meetup-join/a26beetrmz004lgrlzfp,2,106,59.99,,
527,2,22,2023-12-21 11:15:00,https://teams.microsoft.com/l/meetup-join/vilog32g3wjt8gzbkeho,5,108,49.99,,
591,2,25,2023-10-24 13:00:00,https://teams.microsoft.com/l/meetup-join/f1ufk68lus0bpiqxfo4p,6,,29.99,,
695,1,20,2024-01-24 11:15:00,,2,104,49.99,16,116
357,2,14,2024-04-19 11:15:00,https://teams.microsoft.com/l/meetup-join/uc19vomqojifk448v95a,6,,49.99,,
431,2,17,2025-01-14 10:00:00,https://teams.microsoft.com/l/meetup-join/y6ag0prx0bq58prwkbau,6,,59.99,,
464,2,20,2024-11-22 13:00:00,https://teams.microsoft.com/l/meetup-join/shjosq20jvcnh6yfqfka,6,,49.99,,
579,2,25,2023-12-26 10:00:00,https://teams.microsoft.com/l/meetup-join/a1zpor1lv1vaj982ttlq,6,,59.99,,
372,2,15,2023-10-03 14:45:00,https://teams.microsoft.com/l/meetup-join/xt6vqtsxauntxdume4ei,3,109,49.99,,
495,2,21,2023-12-11 13:00:00,https://teams.microsoft.com/l/meetup-join/ny4mqv12boh9tnan4f06,6,,59.99,,
461,2,20,2023-12-15 11:15:00,https://teams.microsoft.com/l/meetup-join/5qkssuh5afv4ijp251br,6,,49.99,,
594,2,25,2024-10-16 11:15:00,https://teams.microsoft.com/l/meetup-join/c4kkn53ix6216bnx0kn8,6,,29.99,,
628,1,1,2025-01-25 13:00:00,,6,,59.99,4,111
101,2,1,2024-12-08 11:15:00,https://teams.microsoft.com/l/meetup-join/itwz895hpcsgau55sp4j,6,,29.99,,
589,2,25,2023-12-07 11:15:00,https://teams.microsoft.com/l/meetup-join/w93jf41s97qydatyykqv,6,,29.99,,
519,2,22,2023-11-26 10:00:00,https://teams.microsoft.com/l/meetup-join/dxr1ffxr51tak97gp7sr,6,,49.99,,
644,1,8,2024-06-26 14:45:00,,6,,59.99,7,128
524,2,22,2025-01-10 13:00:00,https://teams.microsoft.com/l/meetup-join/2peuwz48yjbg2tbybk18,5,105,49.99,,
342,2,13,2024-06-03 13:00:00,https://teams.microsoft.com/l/meetup-join/p0wlrulue7ud9jg2cldr,6,,59.99,,
599,2,25,2024-01-04 13:00:00,https://teams.microsoft.com/l/meetup-join/1d07he2nxkixy243dymf,2,106,29.99,,
566,2,24,2024-05-05 13:00:00,https://teams.microsoft.com/l/meetup-join/kpys2qma2xuns94bo69v,6,,29.99,,
588,2,25,2024-12-11 13:00:00,https://teams.microsoft.com/l/meetup-join/58jrzjsmbtzzqcwmxj7k,2,108,49.99,,
645,1,8,2024-06-28 14:45:00,,6,,29.99,7,109
537,2,22,2023-11-29 10:00:00,https://teams.microsoft.com/l/meetup-join/xh3q5t5kbj82p330oaxo,6,,29.99,,
725,1,25,2024-01-27 10:00:00,,6,,59.99,21,122
308,2,11,2023-11-14 10:00:00,https://teams.microsoft.com/l/meetup-join/k35565l0ni0lvfesl9f7,6,,59.99,,
481,2,20,2023-10-13 10:00:00,https://teams.microsoft.com/l/meetup-join/n9ahldsv32num8hcrh34,6,,29.99,,
733,1,24,2024-06-23 11:15:00,,2,106,49.99,22,126
